188,1.28,1.64
192,1.31,1.65
195,1.35,1.68
199,1.39,1.7
203,1.43,1.7
207,1.46,1.71
212,1.46,1.72
216,1.47,1.72
221,1.45,1.73
226,1.43,1.74
231,1.4,1.77
237,1.38,1.8
243,1.36,1.85
249,1.36,1.91
255,1.37,1.97
262,1.38,2.03
269,1.39,2.08
276,1.43,2.15
284,1.45,2.21
292,1.48,2.28
301,1.53,2.34
311,1.58,2.4
320,1.65,2.47
332,1.69,2.53
342,1.76,2.58
354,1.84,2.64
368,1.87,2.69
381,1.92,2.74
397,2,2.83
413,2.08,2.93
431,2.19,3.04
451,2.33,3.14
471,2.51,3.24
496,2.75,3.3
521,2.94,3.33
549,3.18,3.33
582,3.22,3.3
617,3.17,3.3
659,3.09,3.34
704,3.05,3.39
756,3.08,3.42
821,3.2,3.48
892,3.3,3.52
984,3.41,3.57
1088,3.58,3.58
1216,3.67,3.6
1393,3.69,3.84
1610,3.66,4.31
1937,3.71,5.04
